mc,tw,t,T,E,C
506,1,505,4.10000000e+00,-5.60872396e-01,7.33642578e-01
753,1,752,4.10000000e+00,-5.91796875e-01,7.50244141e-01
1001,1,1000,4.10000000e+00,-5.77473958e-01,7.54150391e-01
3,3,0,4.10000000e+00,-6.38997396e-01,1
13,3,10,4.10000000e+00,-6.10026042e-01,7.74414062e-01
260,3,257,4.10000000e+00,-5.69010417e-01,7.57812500e-01
508,3,505,4.10000000e+00,-5.74544271e-01,7.57812500e-01
755,3,752,4.10000000e+00,-6.11002604e-01,7.83935547e-01
1003,3,1000,4.10000000e+00,-5.86914062e-01,7.64160156e-01
10,10,0,4.10000000e+00,-5.62500000e-01,1
20,10,10,4.10000000e+00,-6.01236979e-01,7.37548828e-01
267,10,257,4.10000000e+00,-5.80078125e-01,7.25097656e-01
515,10,505,4.10000000e+00,-6.09375000e-01,7.46093750e-01
762,10,752,4.10000000e+00,-5.67382812e-01,7.21923828e-01
1010,10,1000,4.10000000e+00,-6.11002604e-01,7.41455078e-01
31,31,0,4.10000000e+00,-6.01562500e-01,1
41,31,10,4.10000000e+00,-5.81705729e-01,7.38769531e-01
288,31,257,4.10000000e+00,-5.86263021e-01,7.50000000e-01
536,31,505,4.10000000e+00,-5.95377604e-01,7.42187500e-01
783,31,752,4.10000000e+00,-6.04166667e-01,7.52441406e-01
1031,31,1000,4.10000000e+00,-5.69661458e-01,7.46826172e-01
100,100,0,4.10000000e+00,-6.18489583e-01,1
110,100,10,4.10000000e+00,-5.75846354e-01,7.53417969e-01
357,100,257,4.10000000e+00,-6.04166667e-01,7.70507812e-01
605,100,505,4.10000000e+00,-5.87239583e-01,7.59033203e-01
852,100,752,4.10000000e+00,-5.50781250e-01,7.45117188e-01
1100,100,1000,4.10000000e+00,-6.04492188e-01,7.69775391e-01
1,1,0,4.20000000e+00,-5.06510417e-01,1
11,1,10,4.20000000e+00,-5.40690104e-01,7.13623047e-01
258,1,257,4.20000000e+00,-5.60872396e-01,7.11425781e-01
506,1,505,4.20000000e+00,-5.08789062e-01,6.95068359e-01
753,1,752,4.20000000e+00,-5.18554688e-01,6.93847656e-01
1001,1,1000,4.20000000e+00,-5.06510417e-01,6.92138672e-01
3,3,0,4.20000000e+00,-5.39388021e-01,1
13,3,10,4.20000000e+00,-5.62825521e-01,7.37792969e-01
260,3,257,4.20000000e+00,-5.24088542e-01,7.09472656e-01
508,3,505,4.20000000e+00,-5.28645833e-01,7.13134766e-01
755,3,752,4.20000000e+00,-4.98372396e-01,7.11181641e-01
1003,3,1000,4.20000000e+00,-5.46549479e-01,7.23388672e-01
10,10,0,4.20000000e+00,-5.55989583e-01,1
20,10,10,4.20000000e+00,-5.50455729e-01,7.23876953e-01
267,10,257,4.20000000e+00,-5.26041667e-01,7.30224609e-01
515,10,505,4.20000000e+00,-5.11067708e-01,7.11914062e-01
762,10,752,4.20000000e+00,-5.27343750e-01,7.04589844e-01
1010,10,1000,4.20000000e+00,-5.51432292e-01,7.14599609e-01
31,31,0,4.20000000e+00,-5.31250000e-01,1
41,31,10,4.20000000e+00,-5.36458333e-01,7.04589844e-01
288,31,257,4.20000000e+00,-5.46875000e-01,7.03125000e-01
536,31,505,4.20000000e+00,-5.45898438e-01,7.22656250e-01
783,31,752,4.20000000e+00,-5.55338542e-01,7.14843750e-01
1031,31,1000,4.20000000e+00,-5.89843750e-01,7.28271484e-01
100,100,0,4.20000000e+00,-5.16927083e-01,1
110,100,10,4.20000000e+00,-5.32877604e-01,7.09228516e-01
357,100,257,4.20000000e+00,-5.46223958e-01,7.12158203e-01
605,100,505,4.20000000e+00,-5.19531250e-01,6.88720703e-01
852,100,752,4.20000000e+00,-5.30598958e-01,7.03125000e-01
1100,100,1000,4.20000000e+00,-5.57291667e-01,7.19238281e-01
1,1,0,4.30000000e+00,-5.00806052e-01,1
11,1,10,4.30000000e+00,-4.98868428e-01,6.80757068e-01
258,1,257,4.30000000e+00,-5.62081473e-01,7.01636905e-01
506,1,505,4.30000000e+00,-4.94078621e-01,6.77990141e-01
753,1,752,4.30000000e+00,-4.52628968e-01,6.56738281e-01
1001,1,1000,4.30000000e+00,-4.42553323e-01,6.52367001e-01
3,3,0,4.30000000e+00,-5.06975446e-01,1
13,3,10,4.30000000e+00,-4.97938368e-01,6.80966332e-01
260,3,257,4.30000000e+00,-5.15020461e-01,6.82640439e-01
508,3,505,4.30000000e+00,-5.03332713e-01,6.88023158e-01
755,3,752,4.30000000e+00,-4.67199901e-01,6.53483073e-01
1003,3,1000,4.30000000e+00,-4.65541295e-01,6.60249256e-01
10,10,0,4.30000000e+00,-5.20538814e-01,1
20,10,10,4.30000000e+00,-4.43576389e-01,6.61156064e-01
267,10,257,4.30000000e+00,-4.79166667e-01,6.76908947e-01
515,10,505,4.30000000e+00,-4.70036582e-01,6.85523624e-01
762,10,752,4.30000000e+00,-4.54411582e-01,6.76850818e-01
1010,10,1000,4.30000000e+00,-4.73028274e-01,6.75153460e-01
31,31,0,4.30000000e+00,-4.86560640e-01,1
41,31,10,4.30000000e+00,-4.73183284e-01,6.67678106e-01
288,31,257,4.30000000e+00,-5.09967138e-01,6.74153646e-01
536,31,505,4.30000000e+00,-5.10060144e-01,6.75525484e-01
783,31,752,4.30000000e+00,-4.67494420e-01,6.62237258e-01
1031,31,1000,4.30000000e+00,-4.57759797e-01,6.48774647e-01
100,100,0,4.30000000e+00,-4.92559524e-01,1
110,100,10,4.30000000e+00,-4.60673983e-01,6.63074312e-01
357,100,257,4.30000000e+00,-5.00992063e-01,6.75455729e-01
605,100,505,4.30000000e+00,-5.33342634e-01,6.92592076e-01
852,100,752,4.30000000e+00,-4.89629836e-01,6.79920015e-01
1100,100,1000,4.30000000e+00,-4.83677455e-01,6.79687500e-01
1,1,0,4.40000000e+00,-4.10419767e-01,1
11,1,10,4.40000000e+00,-4.25967262e-01,6.02980841e-01
258,1,257,4.40000000e+00,-4.38507564e-01,6.05643136e-01
506,1,505,4.40000000e+00,-3.93787202e-01,5.93308222e-01
753,1,752,4.40000000e+00,-4.15984623e-01,5.85623605e-01
1001,1,1000,4.40000000e+00,-4.27594866e-01,5.91180711e-01
3,3,0,4.40000000e+00,-4.21130952e-01,1
13,3,10,4.40000000e+00,-4.71571181e-01,6.25034877e-01
260,3,257,4.40000000e+00,-4.47265625e-01,6.14606585e-01
508,3,505,4.40000000e+00,-4.06606523e-01,5.97319103e-01
755,3,752,4.40000000e+00,-4.07722594e-01,5.97726004e-01
1003,3,1000,4.40000000e+00,-4.09970238e-01,6.00248791e-01
10,10,0,4.40000000e+00,-4.21440972e-01,1
20,10,10,4.40000000e+00,-3.88702877e-01,6.16489955e-01
267,10,257,4.40000000e+00,-4.26974826e-01,6.17234003e-01
515,10,505,4.40000000e+00,-4.35624380e-01,6.18896484e-01
762,10,752,4.40000000e+00,-4.28214906e-01,6.10293434e-01
1010,10,1000,4.40000000e+00,-4.28307912e-01,5.96586682e-01
31,31,0,4.40000000e+00,-4.54101562e-01,1
41,31,10,4.40000000e+00,-4.05505952e-01,6.22279576e-01
288,31,257,4.40000000e+00,-4.38151042e-01,6.30952381e-01
536,31,505,4.40000000e+00,-4.59867932e-01,6.37230283e-01
783,31,752,4.40000000e+00,-4.36569940e-01,6.15769159e-01
1031,31,1000,4.40000000e+00,-4.25254216e-01,6.05305990e-01
100,100,0,4.40000000e+00,-3.89493428e-01,1
110,100,10,4.40000000e+00,-4.01398189e-01,5.89506603e-01
357,100,257,4.40000000e+00,-4.62813120e-01,6.11665272e-01
605,100,505,4.40000000e+00,-4.50985863e-01,6.07340495e-01
852,100,752,4.40000000e+00,-4.39344618e-01,5.92599051e-01
1100,100,1000,4.40000000e+00,-4.35670883e-01,5.73707217e-01
1,1,0,4.50000000e+00,-3.36185516e-01,1
11,1,10,4.50000000e+00,-3.55701265e-01,5.40794736e-01
258,1,257,4.50000000e+00,-3.67280506e-01,5.12776693e-01
506,1,505,4.50000000e+00,-3.56569320e-01,4.98198010e-01
753,1,752,4.50000000e+00,-3.70163690e-01,5.02534412e-01
1001,1,1000,4.50000000e+00,-3.42385913e-01,5.05754743e-01
3,3,0,4.50000000e+00,-3.37813120e-01,1
13,3,10,4.50000000e+00,-3.39363219e-01,5.42352586e-01
260,3,257,4.50000000e+00,-3.37115575e-01,5.05440848e-01
508,3,505,4.50000000e+00,-3.42587426e-01,4.98825800e-01
755,3,752,4.50000000e+00,-3.70845734e-01,4.96151879e-01
1003,3,1000,4.50000000e+00,-3.45873636e-01,5.02639044e-01
10,10,0,4.50000000e+00,-3.45253596e-01,1
20,10,10,4.50000000e+00,-3.35084945e-01,5.38353330e-01
267,10,257,4.50000000e+00,-3.42540923e-01,5.09788876e-01
515,10,505,4.50000000e+00,-3.55360243e-01,5.03999256e-01
762,10,752,4.50000000e+00,-4.00390625e-01,4.87676711e-01
1010,10,1000,4.50000000e+00,-3.36356027e-01,5.00337147e-01
31,31,0,4.50000000e+00,-3.52756076e-01,1
41,31,10,4.50000000e+00,-3.37162078e-01,5.45944940e-01
288,31,257,4.50000000e+00,-3.57251364e-01,5.10625930e-01
536,31,505,4.50000000e+00,-3.69450645e-01,5.09858631e-01
783,31,752,4.50000000e+00,-3.54802207e-01,5.01220703e-01
1031,31,1000,4.50000000e+00,-3.79278274e-01,5.00662667e-01
100,100,0,4.50000000e+00,-3.71589782e-01,1
110,100,10,4.50000000e+00,-3.50260417e-01,5.56059338e-01
357,100,257,4.50000000e+00,-3.67931548e-01,5.05487351e-01
605,100,505,4.50000000e+00,-3.27039931e-01,5.06684803e-01
852,100,752,4.50000000e+00,-3.59700521e-01,4.91083054e-01
1100,100,1000,4.50000000e+00,-3.88656374e-01,4.75446429e-01
1,1,0,4.60000000e+00,-3.10701885e-01,1
11,1,10,4.60000000e+00,-3.29256572e-01,5.10811942e-01
258,1,257,4.60000000e+00,-3.14344618e-01,4.92431641e-01
506,1,505,4.60000000e+00,-3.11089410e-01,4.99116443e-01
753,1,752,4.60000000e+00,-3.13817584e-01,5.08637928e-01
1001,1,1000,4.60000000e+00,-2.88519965e-01,4.95140439e-01
3,3,0,4.60000000e+00,-3.11941964e-01,1
13,3,10,4.60000000e+00,-3.04485987e-01,5.09265718e-01
260,3,257,4.60000000e+00,-2.95681424e-01,4.97465588e-01
508,3,505,4.60000000e+00,-3.10066344e-01,4.96035621e-01
755,3,752,4.60000000e+00,-3.11507937e-01,5.01336961e-01
1003,3,1000,4.60000000e+00,-2.78568328e-01,4.96407645e-01
10,10,0,4.60000000e+00,-3.10732887e-01,1
20,10,10,4.60000000e+00,-3.17723834e-01,5.17717634e-01
267,10,257,4.60000000e+00,-3.12856523e-01,5.00651042e-01
515,10,505,4.60000000e+00,-3.01850818e-01,4.94768415e-01
762,10,752,4.60000000e+00,-3.24590774e-01,5.00348772e-01
1010,10,1000,4.60000000e+00,-3.17196801e-01,4.97872489e-01
31,31,0,4.60000000e+00,-2.94301835e-01,1
41,31,10,4.60000000e+00,-3.06129092e-01,5.07266090e-01
288,31,257,4.60000000e+00,-3.09492808e-01,4.93140811e-01
536,31,505,4.60000000e+00,-3.15600198e-01,5.02906436e-01
783,31,752,4.60000000e+00,-3.22312128e-01,5.04034133e-01
1031,31,1000,4.60000000e+00,-3.13290551e-01,4.98779297e-01
100,100,0,4.60000000e+00,-3.05803571e-01,1
110,100,10,4.60000000e+00,-3.11445933e-01,5.09835379e-01
357,100,257,4.60000000e+00,-3.05416047e-01,4.96419271e-01
605,100,505,4.60000000e+00,-3.04268973e-01,5.06545294e-01
852,100,752,4.60000000e+00,-3.12717014e-01,5.05661737e-01
1100,100,1000,4.60000000e+00,-3.21754092e-01,5.06603423e-01
1,1,0,4.70000000e+00,-2.83745660e-01,1
11,1,10,4.70000000e+00,-2.76305184e-01,5.05801246e-01
258,1,257,4.70000000e+00,-2.93108259e-01,5.03522600e-01
506,1,505,4.70000000e+00,-2.76460193e-01,4.99883743e-01
753,1,752,4.70000000e+00,-2.89341518e-01,5.02813430e-01
1001,1,1000,4.70000000e+00,-2.87310888e-01,5.02836682e-01
3,3,0,4.70000000e+00,-2.84055680e-01,1
13,3,10,4.70000000e+00,-2.83931672e-01,5.01650856e-01
260,3,257,4.70000000e+00,-2.89481027e-01,5.00406901e-01
508,3,505,4.70000000e+00,-2.84474206e-01,5.02197266e-01
755,3,752,4.70000000e+00,-2.82924107e-01,4.95093936e-01
1003,3,1000,4.70000000e+00,-2.88736979e-01,4.96233259e-01
10,10,0,4.70000000e+00,-2.88721478e-01,1
20,10,10,4.70000000e+00,-2.93666295e-01,5.00395275e-01
267,10,257,4.70000000e+00,-2.94456845e-01,5.06556920e-01
515,10,505,4.70000000e+00,-2.96208457e-01,5.04057385e-01
762,10,752,4.70000000e+00,-2.86039807e-01,4.94698661e-01
1010,10,1000,4.70000000e+00,-2.80412946e-01,4.99128069e-01
31,31,0,4.70000000e+00,-2.89822049e-01,1
41,31,10,4.70000000e+00,-2.88318452e-01,5.04220145e-01
288,31,257,4.70000000e+00,-3.02455357e-01,5.01034691e-01
536,31,505,4.70000000e+00,-2.83466642e-01,4.96814546e-01
783,31,752,4.70000000e+00,-2.86241319e-01,4.99372210e-01
1031,31,1000,4.70000000e+00,-2.93046255e-01,5.03487723e-01
100,100,0,4.70000000e+00,-2.87326389e-01,1
110,100,10,4.70000000e+00,-2.84582713e-01,5.06963821e-01
357,100,257,4.70000000e+00,-2.99479167e-01,4.99395461e-01
605,100,505,4.70000000e+00,-2.93898810e-01,4.96000744e-01
852,100,752,4.70000000e+00,-2.92100694e-01,5.02290272e-01
1100,100,1000,4.70000000e+00,-2.82459077e-01,5.05847749e-01
1,1,0,4.80000000e+00,-2.79746404e-01,1
11,1,10,4.80000000e+00,-2.87062872e-01,4.94024368e-01
258,1,257,4.80000000e+00,-2.66074529e-01,5.01615978e-01
506,1,505,4.80000000e+00,-2.84908234e-01,4.98023624e-01
753,1,752,4.80000000e+00,-2.85884797e-01,4.99000186e-01
1001,1,1000,4.80000000e+00,-2.68167163e-01,4.94454520e-01
3,3,0,4.80000000e+00,-2.95324901e-01,1
13,3,10,4.80000000e+00,-2.70926339e-01,4.94431269e-01
260,3,257,4.80000000e+00,-2.78397817e-01,4.96117001e-01
508,3,505,4.80000000e+00,-2.79746404e-01,5.02301897e-01
755,3,752,4.80000000e+00,-2.84334697e-01,4.98732794e-01
1003,3,1000,4.80000000e+00,-2.78351314e-01,4.99407087e-01
10,10,0,4.80000000e+00,-2.77421255e-01,1
20,10,10,4.80000000e+00,-2.73515005e-01,4.97395833e-01
267,10,257,4.80000000e+00,-2.79622396e-01,4.97977121e-01
515,10,505,4.80000000e+00,-2.84195188e-01,5.00720796e-01
762,10,752,4.80000000e+00,-2.85419767e-01,5.02848307e-01
1010,10,1000,4.80000000e+00,-2.72584945e-01,5.07556734e-01
31,31,0,4.80000000e+00,-2.58231027e-01,1
41,31,10,4.80000000e+00,-2.70879836e-01,5.01581101e-01
288,31,257,4.80000000e+00,-2.75080605e-01,4.99790737e-01
536,31,505,4.80000000e+00,-2.67330109e-01,4.98802548e-01
783,31,752,4.80000000e+00,-2.71763393e-01,4.95977493e-01
1031,31,1000,4.80000000e+00,-2.67190600e-01,4.99116443e-01
100,100,0,4.80000000e+00,-2.69810268e-01,1
110,100,10,4.80000000e+00,-2.81885541e-01,4.99186198e-01
357,100,257,4.80000000e+00,-2.66927083e-01,4.99825614e-01
605,100,505,4.80000000e+00,-2.69422743e-01,4.97535342e-01
852,100,752,4.80000000e+00,-2.83699157e-01,5.00709170e-01
1100,100,1000,4.80000000e+00,-2.70523313e-01,4.98488653e-01
1,1,0,4.90000000e+00,-2.67903646e-01,1
11,1,10,4.90000000e+00,-2.66477555e-01,5.05254836e-01
258,1,257,4.90000000e+00,-2.59409102e-01,4.99104818e-01
506,1,505,4.90000000e+00,-2.52216642e-01,5.01650856e-01
753,1,752,4.90000000e+00,-2.73856027e-01,4.97093564e-01
1001,1,1000,4.90000000e+00,-2.64229911e-01,4.99976749e-01
3,3,0,4.90000000e+00,-2.68818204e-01,1
13,3,10,4.90000000e+00,-2.48651414e-01,5.03034319e-01
260,3,257,4.90000000e+00,-2.68973214e-01,4.99720982e-01
508,3,505,4.90000000e+00,-2.68275670e-01,5.03104074e-01
755,3,752,4.90000000e+00,-2.57362971e-01,5.01546224e-01
1003,3,1000,4.90000000e+00,-2.67175099e-01,4.99883743e-01
10,10,0,4.90000000e+00,-2.57037450e-01,1
20,10,10,4.90000000e+00,-2.54417783e-01,5.06475539e-01
267,10,257,4.90000000e+00,-2.60664683e-01,4.96721540e-01
515,10,505,4.90000000e+00,-2.50449529e-01,5.00697545e-01
762,10,752,4.90000000e+00,-2.58587550e-01,5.00186012e-01
1010,10,1000,4.90000000e+00,-2.58479043e-01,5.06289528e-01
31,31,0,4.90000000e+00,-2.67392113e-01,1
41,31,10,4.90000000e+00,-2.57626488e-01,5.01441592e-01
288,31,257,4.90000000e+00,-2.64896453e-01,5.01383464e-01
536,31,505,4.90000000e+00,-2.56169395e-01,5.01522972e-01
783,31,752,4.90000000e+00,-2.66415551e-01,5.01418341e-01
1031,31,1000,4.90000000e+00,-2.56882440e-01,5.01081194e-01
100,100,0,4.90000000e+00,-2.63067336e-01,1
110,100,10,4.90000000e+00,-2.62586806e-01,5.03720238e-01
357,100,257,4.90000000e+00,-2.49875992e-01,4.98918806e-01
605,100,505,4.90000000e+00,-2.56727431e-01,5.00930060e-01
852,100,752,4.90000000e+00,-2.64632937e-01,4.98849051e-01
1100,100,1000,4.90000000e+00,-2.58215526e-01,5.00488281e-01
1,1,0,5.00000000e+00,-2.48666915e-01,1
11,1,10,5.00000000e+00,-2.57967510e-01,5.02267020e-01
258,1,257,5.00000000e+00,-2.59052579e-01,5.01615978e-01
506,1,505,5.00000000e+00,-2.42792039e-01,4.99883743e-01
753,1,752,5.00000000e+00,-2.58773562e-01,4.97360956e-01
1001,1,1000,5.00000000e+00,-2.54557292e-01,5.02650670e-01
3,3,0,5.00000000e+00,-2.44683160e-01,1
13,3,10,5.00000000e+00,-2.47535342e-01,4.96419271e-01
260,3,257,5.00000000e+00,-2.48883929e-01,4.99674479e-01
508,3,505,5.00000000e+00,-2.46729291e-01,4.98883929e-01
755,3,752,5.00000000e+00,-2.46806796e-01,4.96012370e-01
1003,3,1000,5.00000000e+00,-2.48651414e-01,5.02511161e-01
10,10,0,5.00000000e+00,-2.49798487e-01,1
20,10,10,5.00000000e+00,-2.56091890e-01,4.97977121e-01
267,10,257,5.00000000e+00,-2.61656746e-01,5.01302083e-01
515,10,505,5.00000000e+00,-2.53317212e-01,5.00488281e-01
762,10,752,5.00000000e+00,-2.47860863e-01,5.01069568e-01
1010,10,1000,5.00000000e+00,-2.42590526e-01,4.97151693e-01
31,31,0,5.00000000e+00,-2.41675967e-01,1
41,31,10,5.00000000e+00,-2.49348958e-01,4.99511719e-01
288,31,257,5.00000000e+00,-2.51550099e-01,4.99151321e-01
536,31,505,5.00000000e+00,-2.49984499e-01,5.00162760e-01
783,31,752,5.00000000e+00,-2.52867684e-01,4.96675037e-01
1031,31,1000,5.00000000e+00,-2.47070312e-01,5.00871931e-01
100,100,0,5.00000000e+00,-2.51100570e-01,1
110,100,10,5.00000000e+00,-2.43412078e-01,4.98697917e-01
357,100,257,5.00000000e+00,-2.54572793e-01,5.01278832e-01
605,100,505,5.00000000e+00,-2.57936508e-01,4.97047061e-01
852,100,752,5.00000000e+00,-2.48573909e-01,5.00964937e-01
1100,100,1000,5.00000000e+00,-2.49007937e-01,4.95907738e-01
1,1,0,5.10000000e+00,-2.39087302e-01,1
11,1,10,5.10000000e+00,-2.32592386e-01,4.97523717e-01
258,1,257,5.10000000e+00,-2.33568948e-01,5.01999628e-01
506,1,505,5.10000000e+00,-2.50449529e-01,4.95663597e-01
753,1,752,5.10000000e+00,-2.48232887e-01,5.03848121e-01
1001,1,1000,5.10000000e+00,-2.50868056e-01,4.96675037e-01
3,3,0,5.10000000e+00,-2.37459697e-01,1
13,3,10,5.10000000e+00,-2.41768973e-01,5.00325521e-01
260,3,257,5.10000000e+00,-2.43722098e-01,5.00569661e-01
508,3,505,5.10000000e+00,-2.55425347e-01,4.97140067e-01
755,3,752,5.10000000e+00,-2.50465030e-01,5.03464472e-01
1003,3,1000,5.10000000e+00,-2.40094866e-01,4.99128069e-01
10,10,0,5.10000000e+00,-2.38203745e-01,1
20,10,10,5.10000000e+00,-2.51364087e-01,4.96593657e-01
267,10,257,5.10000000e+00,-2.31584821e-01,4.99476842e-01
515,10,505,5.10000000e+00,-2.49813988e-01,4.99476842e-01
762,10,752,5.10000000e+00,-2.38157242e-01,4.98163132e-01
1010,10,1000,5.10000000e+00,-2.39583333e-01,5.00871931e-01
31,31,0,5.10000000e+00,-2.40218874e-01,1
41,31,10,5.10000000e+00,-2.35770089e-01,5.03650484e-01
288,31,257,5.10000000e+00,-2.40559896e-01,5.02150763e-01
536,31,505,5.10000000e+00,-2.45179191e-01,5.00279018e-01
783,31,752,5.10000000e+00,-2.41505456e-01,4.99697731e-01
1031,31,1000,5.10000000e+00,-2.40621900e-01,4.99244327e-01
100,100,0,5.10000000e+00,-2.42001488e-01,1
110,100,10,5.10000000e+00,-2.44838170e-01,4.96047247e-01
357,100,257,5.10000000e+00,-2.39800347e-01,4.97698103e-01
605,100,505,5.10000000e+00,-2.44264633e-01,4.99325707e-01
852,100,752,5.10000000e+00,-2.36498636e-01,5.00558036e-01
1100,100,1000,5.10000000e+00,-2.47473338e-01,4.97616722e-01
1,1,0,5.20000000e+00,-2.34312996e-01,1
11,1,10,5.20000000e+00,-2.37630208e-01,4.99174572e-01
258,1,257,5.20000000e+00,-2.32282366e-01,5.01499721e-01
506,1,505,5.20000000e+00,-2.37754216e-01,4.99744234e-01
753,1,752,5.20000000e+00,-2.35305060e-01,5.01243955e-01
1001,1,1000,5.20000000e+00,-2.40714906e-01,5.01302083e-01
3,3,0,5.20000000e+00,-2.22253224e-01,1
13,3,10,5.20000000e+00,-2.45070685e-01,5.00488281e-01
260,3,257,5.20000000e+00,-2.41644965e-01,5.02325149e-01
508,3,505,5.20000000e+00,-2.29275174e-01,5.01453218e-01
755,3,752,5.20000000e+00,-2.32359871e-01,5.00697545e-01
1003,3,1000,5.20000000e+00,-2.33816964e-01,5.00569661e-01
10,10,0,5.20000000e+00,-2.31631324e-01,1
20,10,10,5.20000000e+00,-2.24361359e-01,4.99209449e-01
267,10,257,5.20000000e+00,-2.41582961e-01,4.99883743e-01
515,10,505,5.20000000e+00,-2.44590154e-01,5.00383650e-01
762,10,752,5.20000000e+00,-2.29383681e-01,5.01871745e-01
1010,10,1000,5.20000000e+00,-2.40017361e-01,4.99511719e-01
31,31,0,5.20000000e+00,-2.35351562e-01,1
41,31,10,5.20000000e+00,-2.41784474e-01,5.01615978e-01
288,31,257,5.20000000e+00,-2.43179563e-01,4.96430897e-01
536,31,505,5.20000000e+00,-2.29647197e-01,5.00441778e-01
783,31,752,5.20000000e+00,-2.32638889e-01,4.97825986e-01
1031,31,1000,5.20000000e+00,-2.36994668e-01,4.98000372e-01
100,100,0,5.20000000e+00,-2.38839286e-01,1
110,100,10,5.20000000e+00,-2.35336062e-01,5.01081194e-01
357,100,257,5.20000000e+00,-2.45628720e-01,5.02464658e-01
605,100,505,5.20000000e+00,-2.33413938e-01,5.01081194e-01
852,100,752,5.20000000e+00,-2.47132316e-01,4.97942243e-01
1100,100,1000,5.20000000e+00,-2.31631324e-01,5.01150949e-01
1,1,0,5.30000000e+00,-2.37118676e-01,1
11,1,10,5.30000000e+00,-2.23415799e-01,4.98744420e-01
258,1,257,5.30000000e+00,-2.25492932e-01,4.97872489e-01
506,1,505,5.30000000e+00,-2.32406374e-01,5.01639230e-01
753,1,752,5.30000000e+00,-2.31119792e-01,5.02546038e-01
1001,1,1000,5.30000000e+00,-2.31894841e-01,4.98511905e-01
3,3,0,5.30000000e+00,-2.30949281e-01,1
13,3,10,5.30000000e+00,-2.27027530e-01,4.99848865e-01
260,3,257,5.30000000e+00,-2.29895213e-01,4.96628534e-01
508,3,505,5.30000000e+00,-2.20486111e-01,4.98814174e-01
755,3,752,5.30000000e+00,-2.25570437e-01,5.01034691e-01
1003,3,1000,5.30000000e+00,-2.26360987e-01,4.97419085e-01
10,10,0,5.30000000e+00,-2.31274802e-01,1
20,10,10,5.30000000e+00,-2.36157614e-01,5.01476469e-01
267,10,257,5.30000000e+00,-2.19897073e-01,4.99151321e-01
515,10,505,5.30000000e+00,-2.28639633e-01,4.96709914e-01
762,10,752,5.30000000e+00,-2.18734499e-01,4.99965123e-01
1010,10,1000,5.30000000e+00,-2.26919023e-01,5.01650856e-01
31,31,0,5.30000000e+00,-2.17757937e-01,1
41,31,10,5.30000000e+00,-2.35258557e-01,5.03708612e-01
288,31,257,5.30000000e+00,-2.29306176e-01,4.98465402e-01
536,31,505,5.30000000e+00,-2.26562500e-01,5.02418155e-01
783,31,752,5.30000000e+00,-2.32840402e-01,5.03476097e-01
1031,31,1000,5.30000000e+00,-2.30871776e-01,4.97570219e-01
100,100,0,5.30000000e+00,-2.32158358e-01,1
110,100,10,5.30000000e+00,-2.32375372e-01,5.00732422e-01
357,100,257,5.30000000e+00,-2.27260045e-01,4.99511719e-01
605,100,505,5.30000000e+00,-2.28345114e-01,5.00000000e-01
852,100,752,5.30000000e+00,-2.33041915e-01,4.98732794e-01
1100,100,1000,5.30000000e+00,-2.24547371e-01,5.00232515e-01
1,1,0,5.40000000e+00,-2.26376488e-01,1
11,1,10,5.40000000e+00,-2.23260789e-01,4.97523717e-01
258,1,257,5.40000000e+00,-2.09929936e-01,4.97151693e-01
506,1,505,5.40000000e+00,-2.21276662e-01,4.98337519e-01
753,1,752,5.40000000e+00,-2.25058904e-01,4.96895926e-01
1001,1,1000,5.40000000e+00,-2.18718998e-01,5.02511161e-01
3,3,0,5.40000000e+00,-2.17463418e-01,1
13,3,10,5.40000000e+00,-2.22981771e-01,5.02232143e-01
260,3,257,5.40000000e+00,-2.13727679e-01,4.99511719e-01
508,3,505,5.40000000e+00,-2.32111855e-01,4.98581659e-01
755,3,752,5.40000000e+00,-2.11728051e-01,5.01162574e-01
1003,3,1000,5.40000000e+00,-2.22919767e-01,5.02267020e-01
10,10,0,5.40000000e+00,-2.27120536e-01,1
20,10,10,5.40000000e+00,-2.18734499e-01,5.03906250e-01
267,10,257,5.40000000e+00,-2.21896701e-01,5.06987072e-01
515,10,505,5.40000000e+00,-2.26221478e-01,5.02313523e-01
762,10,752,5.40000000e+00,-2.23880828e-01,5.00895182e-01
1010,10,1000,5.40000000e+00,-2.10984003e-01,4.98616536e-01
31,31,0,5.40000000e+00,-2.24454365e-01,1
41,31,10,5.40000000e+00,-2.21648686e-01,5.00279018e-01
288,31,257,5.40000000e+00,-2.24082341e-01,4.99058315e-01
536,31,505,5.40000000e+00,-2.21927703e-01,5.02162388e-01
783,31,752,5.40000000e+00,-2.20517113e-01,4.99906994e-01
1031,31,1000,5.40000000e+00,-2.26965526e-01,5.02476283e-01
100,100,0,5.40000000e+00,-2.32406374e-01,1
110,100,10,5.40000000e+00,-2.25585938e-01,5.00313895e-01
357,100,257,5.40000000e+00,-2.30825273e-01,4.99488467e-01
605,100,505,5.40000000e+00,-2.30220734e-01,5.04289900e-01
852,100,752,5.40000000e+00,-2.11852059e-01,5.05487351e-01
1100,100,1000,5.40000000e+00,-2.34902034e-01,4.99662853e-01
1,1,0,5.50000000e+00,-2.07620288e-01,1
11,1,10,5.50000000e+00,-2.15246776e-01,4.98314267e-01
258,1,257,5.50000000e+00,-2.15572297e-01,4.97430711e-01
506,1,505,5.50000000e+00,-2.13898189e-01,5.01453218e-01
